Data;Godzina;Minuty;Wolumen
2005-02-05;12;0;18934.60
2005-02-05;14;0;18506.20
2005-02-05;16;0;17868.10
2005-02-05;18;0;20226.30
2005-02-05;20;0;19619.20
2005-02-05;22;0;18042.40
2005-02-05;24;0;16031.70
2005-02-06;2;0;15210.50
2005-02-06;4;0;15349.40
2005-02-06;6;0;15534.30
2005-02-06;8;0;15500.70
2005-02-06;10;0;16066.60
2005-02-06;12;0;16213.50
2005-02-06;14;0;16035.60
2005-02-06;16;0;15699.20
2005-02-06;18;0;18440.80
2005-02-06;20;0;18771.80
2005-02-06;22;0;17418.30
2005-02-06;24;0;15785.60
2005-02-07;2;0;16042.40
2005-02-07;4;0;16018.80
2005-02-07;6;0;16794.40
2005-02-07;8;0;19866.80
2005-02-07;10;0;20750.50
2005-02-07;12;0;20764.80
2005-02-07;14;0;20323.60
2005-02-07;16;0;19760.40
2005-02-07;18;0;22100.20
2005-02-07;20;0;21774.00
2005-02-07;22;0;19564.50
2005-02-07;24;0;17422.00
2005-02-08;2;0;17288.60
2005-02-08;4;0;17545.90
2005-02-08;6;0;17935.10
2005-02-08;8;0;20472.20
2005-02-08;10;0;20938.90
2005-02-08;12;0;20920.80
2005-02-08;14;0;20467.00
2005-02-08;16;0;19975.70
2005-02-08;18;0;22290.50
2005-02-08;20;0;21805.90
2005-02-08;22;0;19628.20
2005-02-08;24;0;17877.30
2005-02-09;2;0;17382.70
2005-02-09;4;0;17681.70
2005-02-09;6;0;17909.40
2005-02-09;8;0;20297.40
2005-02-09;10;0;20844.20
2005-02-09;12;0;20911.70
2005-02-09;14;0;20584.70
2005-02-09;16;0;19874.10
2005-02-09;18;0;22083.10
2005-02-09;20;0;21723.20
2005-02-09;22;0;19619.70
2005-02-09;24;0;17434.40
2005-02-10;2;0;17404.50
2005-02-10;4;0;17452.50
2005-02-10;6;0;17759.90
2005-02-10;8;0;20079.70
2005-02-10;10;0;20613.00
2005-02-10;12;0;20582.30
2005-02-10;14;0;19998.20
2005-02-10;16;0;19709.20
2005-02-10;18;0;21962.00
2005-02-10;20;0;21593.80
2005-02-10;22;0;19305.70
2005-02-10;24;0;17254.00
2005-02-11;2;0;16788.30
2005-02-11;4;0;17184.80
2005-02-11;6;0;17248.50
2005-02-11;8;0;19610.90
2005-02-11;10;0;20299.50
2005-02-11;12;0;20626.30
2005-02-11;14;0;20092.00
2005-02-11;16;0;19593.10
2005-02-11;18;0;21622.40
2005-02-11;20;0;20943.60
2005-02-11;22;0;18761.10
2005-02-11;24;0;16703.80
2005-02-12;2;0;16256.70
2005-02-12;4;0;16351.20
2005-02-12;6;0;16351.70
2005-02-12;8;0;16962.90
2005-02-12;10;0;18257.10
2005-02-12;12;0;18651.50
2005-02-12;14;0;18366.80
2005-02-12;16;0;17871.50
2005-02-12;18;0;19698.00
2005-02-12;20;0;19367.70
2005-02-12;22;0;17166.00
2005-02-12;24;0;15349.70
2005-02-13;2;0;14476.20
2005-02-13;4;0;14619.90
2005-02-13;6;0;14558.80
2005-02-13;8;0;14738.70
2005-02-13;10;0;15273.70
2005-02-13;12;0;15800.40
2005-02-13;14;0;15794.30
2005-02-13;16;0;15359.10
2005-02-13;18;0;17724.60
2005-02-13;20;0;17873.30
2005-02-13;22;0;16676.80
2005-02-13;24;0;15024.10
2005-02-14;2;0;14959.10
2005-02-14;4;0;15175.50
2005-02-14;6;0;16425.40
2005-02-14;8;0;18866.10
2005-02-14;10;0;19719.70
2005-02-14;12;0;20098.80
2005-02-14;14;0;19805.50
2005-02-14;16;0;19380.20
2005-02-14;18;0;21278.00
2005-02-14;20;0;20767.40
2005-02-14;22;0;18723.60
2005-02-14;24;0;16567.00
2005-02-15;2;0;16709.40
2005-02-15;4;0;16669.10
2005-02-15;6;0;17191.20
2005-02-15;8;0;19444.80
2005-02-15;10;0;20102.60
2005-02-15;12;0;20251.80
2005-02-15;14;0;19981.50
2005-02-15;16;0;19490.60
2005-02-15;18;0;21340.10
2005-02-15;20;0;21307.40
2005-02-15;22;0;18831.10
2005-02-15;24;0;17222.90
2005-02-16;2;0;16654.90
2005-02-16;4;0;16894.60
2005-02-16;6;0;17116.30
2005-02-16;8;0;19342.90
2005-02-16;10;0;20029.20
2005-02-16;12;0;20502.10
2005-02-16;14;0;20147.60
2005-02-16;16;0;19795.40
2005-02-16;18;0;21601.90
2005-02-16;20;0;20987.60
2005-02-16;22;0;18784.30
2005-02-16;24;0;16632.50
2005-02-17;2;0;16566.60
2005-02-17;4;0;16822.50
2005-02-17;6;0;17134.60
2005-02-17;8;0;19439.40
2005-02-17;10;0;20533.20
2005-02-17;12;0;20818.70
2005-02-17;14;0;20498.40
2005-02-17;16;0;20080.50
2005-02-17;18;0;21709.80
2005-02-17;20;0;21202.60
2005-02-17;22;0;18876.00
2005-02-17;24;0;16788.50
2005-02-18;2;0;16888.00
2005-02-18;4;0;16786.40
2005-02-18;6;0;17109.10
2005-02-18;8;0;19329.20
2005-02-18;10;0;20077.70
2005-02-18;12;0;20320.80
2005-02-18;14;0;20114.80
2005-02-18;16;0;19614.60
2005-02-18;18;0;21387.90
2005-02-18;20;0;21077.00
2005-02-18;22;0;18799.30
2005-02-18;24;0;16741.70
2005-02-19;2;0;15907.60
2005-02-19;4;0;16143.80
2005-02-19;6;0;16256.50
2005-02-19;8;0;16928.10
2005-02-19;10;0;18096.60
2005-02-19;12;0;18530.50
2005-02-19;14;0;18171.20
2005-02-19;16;0;17513.70
2005-02-19;18;0;19727.90
2005-02-19;20;0;19177.10
2005-02-19;22;0;17381.60
2005-02-19;24;0;15523.10
2005-02-20;2;0;14914.70
2005-02-20;4;0;14772.50
2005-02-20;6;0;14742.50
2005-02-20;8;0;14852.00
2005-02-20;10;0;15456.90
2005-02-20;12;0;15829.80
2005-02-20;14;0;15729.50
2005-02-20;16;0;15538.90
2005-02-20;18;0;17822.50
2005-02-20;20;0;17967.80
2005-02-20;22;0;16654.10
2005-02-20;24;0;15223.80
2005-02-21;2;0;15508.50
2005-02-21;4;0;15459.70
2005-02-21;6;0;15778.20
2005-02-21;8;0;19168.10
2005-02-21;10;0;20130.20
2005-02-21;12;0;20134.40
2005-02-21;14;0;19861.50
2005-02-21;16;0;19239.40
2005-02-21;18;0;21422.60
2005-02-21;20;0;21072.90
2005-02-21;22;0;18983.40
2005-02-21;24;0;16908.00
2005-02-22;2;0;16743.80
2005-02-22;4;0;16957.20
2005-02-22;6;0;17440.30
2005-02-22;8;0;19466.10
2005-02-22;10;0;20142.10
2005-02-22;12;0;20485.60
2005-02-22;14;0;20206.10
2005-02-22;16;0;19456.10
2005-02-22;18;0;21389.40
2005-02-22;20;0;21012.80
2005-02-22;22;0;18869.90
2005-02-22;24;0;16836.90
2005-02-23;2;0;16437.40
2005-02-23;4;0;16855.60
2005-02-23;6;0;17269.70
2005-02-23;8;0;19426.60
2005-02-23;10;0;20303.90
2005-02-23;12;0;20533.60
2005-02-23;14;0;20349.90
2005-02-23;16;0;19812.80
2005-02-23;18;0;21458.70
2005-02-23;20;0;21154.50
2005-02-23;22;0;18831.80
2005-02-23;24;0;16847.70
2005-02-24;2;0;16652.30
2005-02-24;4;0;16651.80
2005-02-24;6;0;17254.00
2005-02-24;8;0;19382.50
2005-02-24;10;0;20184.90
2005-02-24;12;0;20563.20
2005-02-24;14;0;20295.30
2005-02-24;16;0;19783.00
2005-02-24;18;0;21385.20
2005-02-24;20;0;20950.10
2005-02-24;22;0;18731.20
2005-02-24;24;0;16713.40
2005-02-25;2;0;16796.90
2005-02-25;4;0;16908.60
2005-02-25;6;0;16944.50
2005-02-25;8;0;19173.00
2005-02-25;10;0;19812.60
2005-02-25;12;0;20073.90
2005-02-25;14;0;19834.10
2005-02-25;16;0;19309.20
2005-02-25;18;0;21203.20
2005-02-25;20;0;20936.40
2005-02-25;22;0;18613.50
2005-02-25;24;0;16529.40
2005-02-26;2;0;15894.60
2005-02-26;4;0;16332.90
2005-02-26;6;0;16193.70
2005-02-26;8;0;16605.60
2005-02-26;10;0;18136.80
2005-02-26;12;0;18360.70
2005-02-26;14;0;18003.70
2005-02-26;16;0;17367.30
2005-02-26;18;0;19400.70
2005-02-26;20;0;19325.00
2005-02-26;22;0;17512.00
2005-02-26;24;0;15742.20
2005-02-27;2;0;14869.60
2005-02-27;4;0;14933.80
2005-02-27;6;0;14990.40
2005-02-27;8;0;14913.00
2005-02-27;10;0;15636.80
2005-02-27;12;0;15944.60
2005-02-27;14;0;15993.10
2005-02-27;16;0;15511.40
2005-02-27;18;0;17999.80
2005-02-27;20;0;18639.30
2005-02-27;22;0;17127.40
2005-02-27;24;0;15794.30
2005-02-28;2;0;15867.90
2005-02-28;4;0;15877.70
2005-02-28;6;0;16728.90
2005-02-28;8;0;19518.40
2005-02-28;10;0;20366.50
2005-02-28;12;0;20404.30
2005-02-28;14;0;20093.30
2005-02-28;16;0;19499.90
2005-02-28;18;0;21575.80
2005-02-28;20;0;21383.80
2005-02-28;22;0;19222.70
2005-02-28;24;0;17444.40
2005-03-01;2;0;17089.00
2005-03-01;4;0;17159.70
2005-03-01;6;0;17298.60
2005-03-01;8;0;19567.00
2005-03-01;10;0;20413.70
2005-03-01;12;0;20447.40
2005-03-01;14;0;20057.40
2005-03-01;16;0;19438.60
2005-03-01;18;0;21609.00
2005-03-01;20;0;21614.10
2005-03-01;22;0;19310.90
2005-03-01;24;0;17208.40
2005-03-02;2;0;16731.40
2005-03-02;4;0;17103.80
2005-03-02;6;0;17093.10
2005-03-02;8;0;19731.90
2005-03-02;10;0;20181.50
2005-03-02;12;0;20485.80
2005-03-02;14;0;20156.40
2005-03-02;16;0;19463.60
2005-03-02;18;0;21540.30
2005-03-02;20;0;21574.10
2005-03-02;22;0;19410.60
2005-03-02;24;0;17519.90
2005-03-03;2;0;17256.50
2005-03-03;4;0;17300.70
2005-03-03;6;0;17355.80
2005-03-03;8;0;19932.40
2005-03-03;10;0;20368.70
2005-03-03;12;0;20480.70
2005-03-03;14;0;19940.60
2005-03-03;16;0;19314.60
2005-03-03;18;0;21409.20
2005-03-03;20;0;21594.20
2005-03-03;22;0;19473.60
2005-03-03;24;0;17622.00
2005-03-04;2;0;17267.50
2005-03-04;4;0;17167.20
2005-03-04;6;0;17555.70
2005-03-04;8;0;19830.50
2005-03-04;10;0;20392.80
2005-03-04;12;0;20459.80
2005-03-04;14;0;20120.00
2005-03-04;16;0;19566.40
2005-03-04;18;0;21135.10
2005-03-04;20;0;21298.10
2005-03-04;22;0;19040.40
2005-03-04;24;0;17252.00
2005-03-05;2;0;16625.80
2005-03-05;4;0;17027.90
2005-03-05;6;0;16419.20
2005-03-05;8;0;17350.50
2005-03-05;10;0;18458.20
2005-03-05;12;0;18680.30
2005-03-05;14;0;18297.80
2005-03-05;16;0;17728.90
2005-03-05;18;0;19484.60
2005-03-05;20;0;19337.60
2005-03-05;22;0;17609.30
2005-03-05;24;0;15734.60
2005-03-06;2;0;15146.90
2005-03-06;4;0;14932.20
2005-03-06;6;0;14742.20
2005-03-06;8;0;15247.90
2005-03-06;10;0;15768.90
2005-03-06;12;0;16118.10
2005-03-06;14;0;16260.40
2005-03-06;16;0;15814.90
2005-03-06;18;0;17758.10
2005-03-06;20;0;18511.40
2005-03-06;22;0;17069.40
2005-03-06;24;0;15685.80
2005-03-07;2;0;15823.70
2005-03-07;4;0;15599.30
2005-03-07;6;0;16240.40
2005-03-07;8;0;19405.90
2005-03-07;10;0;20364.10
2005-03-07;12;0;20531.90
2005-03-07;14;0;20377.50
2005-03-07;16;0;19725.60
2005-03-07;18;0;21473.60
2005-03-07;20;0;21480.00
2005-03-07;22;0;19306.70
2005-03-07;24;0;17108.10
2005-03-08;2;0;17042.00
2005-03-08;4;0;16731.30
2005-03-08;6;0;17179.50
2005-03-08;8;0;19379.10
2005-03-08;10;0;20161.50
2005-03-08;12;0;20345.90
2005-03-08;14;0;20114.60
2005-03-08;16;0;19406.50
2005-03-08;18;0;20869.80
2005-03-08;20;0;21285.70
2005-03-08;22;0;18974.20
2005-03-08;24;0;17093.80
2005-03-09;2;0;16599.90
2005-03-09;4;0;16817.90
2005-03-09;6;0;16528.10
2005-03-09;8;0;19540.70
2005-03-09;10;0;20211.30
2005-03-09;12;0;20271.50
2005-03-09;14;0;20076.20
2005-03-09;16;0;19361.10
2005-03-09;18;0;20900.30
2005-03-09;20;0;21544.20
2005-03-09;22;0;19235.30
2005-03-09;24;0;17427.80
2005-03-10;2;0;17250.60
2005-03-10;4;0;17218.00
2005-03-10;6;0;17380.20
2005-03-10;8;0;19976.10
2005-03-10;10;0;20310.60
2005-03-10;12;0;20557.40
2005-03-10;14;0;20246.20
2005-03-10;16;0;19496.80
2005-03-10;18;0;20923.20
2005-03-10;20;0;21607.10
2005-03-10;22;0;19290.90
2005-03-10;24;0;17383.20
2005-03-11;2;0;17274.90
2005-03-11;4;0;17029.10
2005-03-11;6;0;17183.70
2005-03-11;8;0;19642.50
2005-03-11;10;0;20239.40
2005-03-11;12;0;20563.40
2005-03-11;14;0;20278.40
2005-03-11;16;0;19772.40
2005-03-11;18;0;21019.60
2005-03-11;20;0;21266.30
2005-03-11;22;0;18833.00
2005-03-11;24;0;16931.10
2005-03-12;2;0;16428.30
2005-03-12;4;0;16471.40
2005-03-12;6;0;16062.10
2005-03-12;8;0;16870.20
2005-03-12;10;0;18100.90
2005-03-12;12;0;18498.90
2005-03-12;14;0;18187.90
2005-03-12;16;0;17497.90
2005-03-12;18;0;18721.70
2005-03-12;20;0;19200.90
2005-03-12;22;0;17399.60
2005-03-12;24;0;15480.60
2005-03-13;2;0;14951.00
2005-03-13;4;0;14635.20
2005-03-13;6;0;14463.60
2005-03-13;8;0;14781.90
2005-03-13;10;0;15595.50
2005-03-13;12;0;16022.60
2005-03-13;14;0;15970.30
2005-03-13;16;0;15330.90
2005-03-13;18;0;16693.60
2005-03-13;20;0;18155.40
2005-03-13;22;0;16877.20
2005-03-13;24;0;15586.20
2005-03-14;2;0;15403.30
2005-03-14;4;0;15484.20
2005-03-14;6;0;15866.50
2005-03-14;8;0;19085.70
2005-03-14;10;0;19606.30
2005-03-14;12;0;19765.80
2005-03-14;14;0;19550.70
2005-03-14;16;0;18922.70
2005-03-14;18;0;19978.60
2005-03-14;20;0;21194.90
2005-03-14;22;0;18480.30
2005-03-14;24;0;16654.40
2005-03-15;2;0;16563.40
2005-03-15;4;0;16594.10
2005-03-15;6;0;16461.70
2005-03-15;8;0;19051.00
2005-03-15;10;0;19231.60
2005-03-15;12;0;19563.30
2005-03-15;14;0;19294.50
2005-03-15;16;0;18677.40
2005-03-15;18;0;20066.10
2005-03-15;20;0;21029.00
2005-03-15;22;0;18609.50
2005-03-15;24;0;16556.00
2005-03-16;2;0;16347.00
2005-03-16;4;0;16470.40
2005-03-16;6;0;16161.80
2005-03-16;8;0;18892.90
2005-03-16;10;0;19557.40
2005-03-16;12;0;19911.60
2005-03-16;14;0;19579.30
2005-03-16;16;0;18978.70
2005-03-16;18;0;20107.20
2005-03-16;20;0;20876.30
2005-03-16;22;0;18653.30
2005-03-16;24;0;16464.30
2005-03-17;2;0;16264.90
2005-03-17;4;0;16078.00
2005-03-17;6;0;15912.80
2005-03-17;8;0;18588.50
2005-03-17;10;0;19015.60
2005-03-17;12;0;19460.90
2005-03-17;14;0;19074.50
2005-03-17;16;0;18725.90
2005-03-17;18;0;19737.50
2005-03-17;20;0;20484.30
2005-03-17;22;0;18138.60
2005-03-17;24;0;16201.40
2005-03-18;2;0;16029.20
2005-03-18;4;0;15955.10
2005-03-18;6;0;15703.80
2005-03-18;8;0;18581.00
2005-03-18;10;0;19333.70
2005-03-18;12;0;19700.90
2005-03-18;14;0;19375.50
2005-03-18;16;0;19076.60
2005-03-18;18;0;19822.90
2005-03-18;20;0;20457.70
2005-03-18;22;0;17963.10
2005-03-18;24;0;16174.90
2005-03-19;2;0;15313.30
2005-03-19;4;0;15726.60
2005-03-19;6;0;15158.00
2005-03-19;8;0;16744.50
2005-03-19;10;0;17957.80
2005-03-19;12;0;18298.70
2005-03-19;14;0;17756.90
2005-03-19;16;0;16944.80
2005-03-19;18;0;17688.70
2005-03-19;20;0;19328.70
2005-03-19;22;0;17325.20
2005-03-19;24;0;15540.20
2005-03-20;2;0;14544.30
2005-03-20;4;0;14641.20
2005-03-20;6;0;13878.60
2005-03-20;8;0;14763.10
2005-03-20;10;0;15446.20
2005-03-20;12;0;15517.80
2005-03-20;14;0;15442.40
2005-03-20;16;0;15021.80
2005-03-20;18;0;15999.50
2005-03-20;20;0;18197.40
2005-03-20;22;0;16559.20
2005-03-20;24;0;14987.90
2005-03-21;2;0;15238.30
2005-03-21;4;0;15051.30
2005-03-21;6;0;15373.00
2005-03-21;8;0;19059.40
2005-03-21;10;0;19628.20
2005-03-21;12;0;19862.00
2005-03-21;14;0;19463.70
2005-03-21;16;0;18833.70
2005-03-21;18;0;19408.40
2005-03-21;20;0;20937.90
2005-03-21;22;0;18675.60
2005-03-21;24;0;16371.80
2005-03-22;2;0;16404.00
2005-03-22;4;0;16546.70
2005-03-22;6;0;16345.40
2005-03-22;8;0;19106.80
2005-03-22;10;0;19399.40
2005-03-22;12;0;19397.00
2005-03-22;14;0;18898.80
2005-03-22;16;0;18340.50
2005-03-22;18;0;19115.30
2005-03-22;20;0;20858.10
2005-03-22;22;0;18362.50
2005-03-22;24;0;16006.40
2005-03-23;2;0;16283.80
2005-03-23;4;0;16087.90
2005-03-23;6;0;15950.10
2005-03-23;8;0;18879.90
2005-03-23;10;0;19248.70
2005-03-23;12;0;19104.90
2005-03-23;14;0;18798.20
2005-03-23;16;0;18177.30
2005-03-23;18;0;18846.60
2005-03-23;20;0;20751.80
2005-03-23;22;0;18484.70
2005-03-23;24;0;15830.10
2005-03-24;2;0;15908.10
2005-03-24;4;0;15947.40
2005-03-24;6;0;15305.50
2005-03-24;8;0;18295.40
2005-03-24;10;0;19059.80
2005-03-24;12;0;19241.40
2005-03-24;14;0;18739.20
2005-03-24;16;0;18153.20
2005-03-24;18;0;18492.90
2005-03-24;20;0;20490.20
2005-03-24;22;0;18204.50
2005-03-24;24;0;15604.00
2005-03-25;2;0;15575.70
2005-03-25;4;0;15636.00
2005-03-25;6;0;15164.30
2005-03-25;8;0;17344.60
2005-03-25;10;0;18628.90
2005-03-25;12;0;18911.10
2005-03-25;14;0;18137.20
2005-03-25;16;0;17612.80
2005-03-25;18;0;17841.40
2005-03-25;20;0;19669.50
2005-03-25;22;0;17684.80
2005-03-25;24;0;15164.80
2005-03-26;2;0;13915.20
2005-03-26;4;0;13955.70
2005-03-26;6;0;13567.00
2005-03-26;8;0;14597.30
2005-03-26;10;0;15676.60
2005-03-26;12;0;15411.60
2005-03-26;14;0;15249.00
2005-03-26;16;0;14591.30
2005-03-26;18;0;15199.30
2005-03-26;20;0;16840.00
2005-03-26;22;0;15237.10
2005-03-26;24;0;12783.70
2005-03-27;3;0;12582.80
2005-03-27;5;0;12532.40
2005-03-27;7;0;12180.70
2005-03-27;9;0;12243.30
2005-03-27;11;0;12074.80
2005-03-27;13;0;11786.90
2005-03-27;15;0;11582.20
2005-03-27;17;0;11623.50
2005-03-27;19;0;12250.10
2005-03-27;21;0;14234.00
2005-03-27;23;0;13072.80
2005-03-28;1;0;11968.20
2005-03-28;3;0;11945.60
2005-03-28;5;0;11846.30
2005-03-28;7;0;11827.00
2005-03-28;9;0;11816.90
2005-03-28;11;0;12297.40
2005-03-28;13;0;12336.60
2005-03-28;15;0;12061.20
2005-03-28;17;0;11549.80
2005-03-28;19;0;12425.90
2005-03-28;21;0;14749.40
2005-03-28;23;0;13708.90
2005-03-29;1;0;13134.30
2005-03-29;3;0;12856.40
2005-03-29;5;0;13355.00
2005-03-29;7;0;14968.90
2005-03-29;9;0;17586.70
2005-03-29;11;0;18134.00
2005-03-29;13;0;17968.70
2005-03-29;15;0;17396.20
2005-03-29;17;0;16399.60
2005-03-29;19;0;17015.90
2005-03-29;21;0;19088.10
2005-03-29;23;0;16463.70
2005-03-30;1;0;15547.70
2005-03-30;3;0;15226.00
2005-03-30;5;0;15400.10
2005-03-30;7;0;16643.60
2005-03-30;9;0;18448.20
2005-03-30;11;0;18435.40
2005-03-30;13;0;18394.90
2005-03-30;15;0;17889.80
2005-03-30;17;0;17015.90
2005-03-30;19;0;17523.00
2005-03-30;21;0;19379.30
2005-03-30;23;0;16858.40
2005-03-31;1;0;15589.90
2005-03-31;3;0;15474.50
2005-03-31;5;0;15786.00
2005-03-31;7;0;17131.70
2005-03-31;9;0;18533.70
2005-03-31;11;0;18427.20
2005-03-31;13;0;18281.00
2005-03-31;15;0;17860.40
2005-03-31;17;0;17252.70
2005-03-31;19;0;17403.90
2005-03-31;21;0;19458.70
2005-03-31;23;0;17011.80
2005-04-01;1;0;15913.20
2005-04-01;3;0;15790.90
2005-04-01;5;0;15770.80
2005-04-01;7;0;16974.40
2005-04-01;9;0;18491.70
2005-04-01;11;0;18424.00
2005-04-01;13;0;18315.20
2005-04-01;15;0;17764.90
2005-04-01;17;0;17226.90
2005-04-01;19;0;17198.30
2005-04-01;21;0;19088.80
2005-04-01;23;0;16801.80
2005-04-02;1;0;15562.70
2005-04-02;3;0;15272.70
2005-04-02;5;0;15231.00
2005-04-02;7;0;15558.70
2005-04-02;9;0;16554.20
2005-04-02;11;0;16894.60
2005-04-02;13;0;16339.60
2005-04-02;15;0;15623.30
2005-04-02;17;0;15116.10
2005-04-02;19;0;15453.10
2005-04-02;21;0;17591.20
2005-04-02;23;0;15572.80
2005-04-03;1;0;13767.80
2005-04-03;3;0;13772.30
2005-04-03;5;0;13776.60
2005-04-03;7;0;13753.10
2005-04-03;9;0;13954.10
2005-04-03;11;0;14109.80
2005-04-03;13;0;13698.10
2005-04-03;15;0;13253.00
2005-04-03;17;0;12784.80
2005-04-03;19;0;13574.60
2005-04-03;21;0;16125.40
2005-04-03;23;0;14456.20
2005-04-04;1;0;13821.10
2005-04-04;3;0;13701.30
2005-04-04;5;0;14315.40
2005-04-04;7;0;16141.80
2005-04-04;9;0;17936.50
2005-04-04;11;0;17998.40
2005-04-04;13;0;17575.70
2005-04-04;15;0;17249.80
2005-04-04;17;0;16532.40
2005-04-04;19;0;16609.80
2005-04-04;21;0;18850.10
2005-04-04;23;0;16329.20
2005-04-05;1;0;15223.20
2005-04-05;3;0;15016.40
2005-04-05;5;0;15269.10
2005-04-05;7;0;16161.70
2005-04-05;9;0;17828.10
2005-04-05;11;0;17688.30
2005-04-05;13;0;17547.50
2005-04-05;15;0;17324.10
2005-04-05;17;0;16767.90
2005-04-05;19;0;17114.50
2005-04-05;21;0;18911.10
2005-04-05;23;0;16256.80
2005-04-06;1;0;15109.80
2005-04-06;3;0;15075.90
2005-04-06;5;0;15209.00
2005-04-06;7;0;16424.20
2005-04-06;9;0;17938.10
2005-04-06;11;0;18034.60
2005-04-06;13;0;17996.10
2005-04-06;15;0;17603.50
2005-04-06;17;0;16917.80
2005-04-06;19;0;16836.80
2005-04-06;21;0;19032.20
2005-04-06;23;0;16490.40
2005-04-07;1;0;15057.90
2005-04-07;3;0;15209.50
2005-04-07;5;0;15528.20
2005-04-07;7;0;16450.80
2005-04-07;9;0;18126.40
2005-04-07;11;0;18009.70
2005-04-07;13;0;17945.50
2005-04-07;15;0;17583.10
2005-04-07;17;0;16823.00
2005-04-07;19;0;16906.60
2005-04-07;21;0;17780.30
2005-04-07;23;0;16243.50
2005-04-08;1;0;14022.70
2005-04-08;3;0;13969.30
2005-04-08;5;0;13664.00
2005-04-08;7;0;12519.40
2005-04-08;9;0;13145.40
2005-04-08;11;0;12681.40
2005-04-08;13;0;12895.30
2005-04-08;15;0;13609.80
2005-04-08;17;0;13047.30
2005-04-08;19;0;13614.70
2005-04-08;21;0;15115.90
2005-04-08;23;0;14336.80
2005-04-09;1;0;13077.10
2005-04-09;3;0;13032.30
2005-04-09;5;0;13343.70
2005-04-09;7;0;13911.00
2005-04-09;9;0;15427.10
2005-04-09;11;0;16215.40
2005-04-09;13;0;16177.30
2005-04-09;15;0;15809.60
2005-04-09;17;0;15333.20
2005-04-09;19;0;15784.70
2005-04-09;21;0;17044.20
2005-04-09;23;0;15096.00
2005-04-10;1;0;13161.80
2005-04-10;3;0;13235.90
2005-04-10;5;0;13145.20
2005-04-10;7;0;13244.00
2005-04-10;9;0;13510.90
2005-04-10;11;0;14351.70
2005-04-10;13;0;14426.20
2005-04-10;15;0;13897.10
2005-04-10;17;0;13587.80
2005-04-10;19;0;14386.70
2005-04-10;21;0;16185.30
2005-04-10;23;0;14722.50
2005-04-11;1;0;14068.00
2005-04-11;3;0;13724.40
2005-04-11;5;0;13951.70
2005-04-11;7;0;16220.90
2005-04-11;9;0;18203.10
2005-04-11;11;0;18325.90
2005-04-11;13;0;18187.00
2005-04-11;15;0;17484.80
2005-04-11;17;0;16721.80
2005-04-11;19;0;16749.20
2005-04-11;21;0;19186.50
2005-04-11;23;0;16596.10
2005-04-12;1;0;15606.30
2005-04-12;3;0;14886.60
2005-04-12;5;0;15292.70
2005-04-12;7;0;16570.10
2005-04-12;9;0;18007.10
2005-04-12;11;0;18045.50
2005-04-12;13;0;17906.90
2005-04-12;15;0;17618.30
2005-04-12;17;0;17072.30
2005-04-12;19;0;17330.30
2005-04-12;21;0;19123.90
2005-04-12;23;0;16422.10
2005-04-13;1;0;15276.00
2005-04-13;3;0;14968.60
2005-04-13;5;0;15053.70
2005-04-13;7;0;16365.70
2005-04-13;9;0;17826.30
2005-04-13;11;0;17764.00
2005-04-13;13;0;17646.00
2005-04-13;15;0;17338.00
2005-04-13;17;0;16710.00
2005-04-13;19;0;16971.80
2005-04-13;21;0;18873.60
2005-04-13;23;0;16240.90
2005-04-14;1;0;15113.50
2005-04-14;3;0;14713.00
2005-04-14;5;0;14910.40
2005-04-14;7;0;16251.90
2005-04-14;9;0;17886.80
2005-04-14;11;0;17893.70
2005-04-14;13;0;17618.30
2005-04-14;15;0;17176.80
2005-04-14;17;0;16665.70
2005-04-14;19;0;16490.80
2005-04-14;21;0;18745.40
2005-04-14;23;0;16051.80
2005-04-15;1;0;14956.20
2005-04-15;3;0;14554.30
2005-04-15;5;0;14848.70
2005-04-15;7;0;16121.80
2005-04-15;9;0;17632.90
2005-04-15;11;0;17601.40
2005-04-15;13;0;17540.50
2005-04-15;15;0;17356.10
2005-04-15;17;0;16841.70
2005-04-15;19;0;16741.10
2005-04-15;21;0;18466.50
2005-04-15;23;0;15905.40
2005-04-16;1;0;14374.10
2005-04-16;3;0;14275.50
2005-04-16;5;0;14312.30
2005-04-16;7;0;14346.70
2005-04-16;9;0;15991.50
2005-04-16;11;0;16588.20
2005-04-16;13;0;16234.90
2005-04-16;15;0;15499.80
2005-04-16;17;0;14712.60
2005-04-16;19;0;14915.10
2005-04-16;21;0;17121.50
2005-04-16;23;0;15006.90
2005-04-17;1;0;12860.10
2005-04-17;3;0;12975.70
2005-04-17;5;0;12788.00
2005-04-17;7;0;12753.80
2005-04-17;9;0;13083.30
2005-04-17;11;0;13583.10
2005-04-17;13;0;13479.00
2005-04-17;15;0;13142.70
2005-04-17;17;0;12702.40
2005-04-17;19;0;13153.10
2005-04-17;21;0;15531.10
2005-04-17;23;0;13737.60
2005-04-18;1;0;13113.30
2005-04-18;3;0;13146.80
2005-04-18;5;0;13295.90
2005-04-18;7;0;15233.90
2005-04-18;9;0;17275.90
2005-04-18;11;0;17298.90
2005-04-18;13;0;17272.10
2005-04-18;15;0;16970.30
2005-04-18;17;0;16584.00
2005-04-18;19;0;16326.50
2005-04-18;21;0;18635.30
2005-04-18;23;0;15830.60
2005-04-19;1;0;14614.40
2005-04-19;3;0;14746.10
2005-04-19;5;0;14719.00
