"Date","MaxTemp","MinTemp","Precipitation","Wind","RelativeHumidity","Solar"
"1/1/1999","1.41500000000002","-1.44999999999999","0.085830732","3.99715403086985","0.829051428276459","2.90660724"
"1/2/1999","1.173","-1.30099999999999","0.2094269688","3.21457241107517","0.887716966774115","1.40135616"
"1/3/1999","1.91699999999997","-0.437000000000012","0.7244113824","2.83141300100973","0.964531854521066","0.72090036"
"1/4/1999","2.154","0.375999999999976","0.727843968","3.17989188281229","0.960442542071232","0.85483062"
"1/5/1999","9.60599999999999","2.25","2.554321536","5.79469183836526","0.956722853349828","0.537299856"
"1/6/1999","10.347","6.14100000000002","1.417923","5.55811718426338","0.907881576416846","1.4699808"
"1/7/1999","8.26299999999998","4.93799999999999","2.32429788","6.4498764260678","0.832243410402173","1.76883579"
"1/8/1999","4.50999999999999","1.34399999999999","2.4513272064","3.19606594633139","0.81437192022393","2.17350036"
"1/9/1999","1.495","-2.92599999999999","3.5379397728","2.25833519025495","0.969570826540698","1.231143498"
"1/10/1999","-0.815999999999974","-3.91399999999999","0.58021506","1.65900684157137","0.912050596817127","1.78846848"
"1/11/1999","-1.61500000000001","-4.71199999999999","3.8761132032","5.71544082721456","0.921393428475413","1.67771313"
"1/12/1999","1.44799999999998","-1.55399999999997","7.968519504","5.30653182875854","0.965422275472939","0.99095634"
"1/13/1999","-0.699000000000012","-3.36500000000001","0.755310276","3.96662324933772","0.917667365557861","3.10775661"
"1/14/1999","1.09100000000001","-3.553","0.8926385328","3.46738121789377","0.96373995068595","1.370530872"
"1/15/1999","1.52600000000001","0.593000000000018","2.650453452","4.6836747277341","0.970811834961812","1.06278732"
"1/16/1999","3.06700000000001","0.697000000000003","1.294327008","3.6764663407258","0.988220124562945","0.83638062"
"1/17/1999","4.625","0.781999999999982","0.1338958584","3.29281417939568","0.970552508050907","3.73111659"
"1/18/1999","2.09500000000003","0.709000000000003","0.8548731","2.09580926889057","0.982792426517003","0.91231947"
"1/19/1999","3.06900000000002","1.18000000000001","0.887489784","1.75725292170175","0.969620602440006","1.18462482"
"1/20/1999","1.43299999999999","-0.23599999999999","0.782775612","2.98000590382666","0.955257542646846","1.3110183"
"1/21/1999","2.34100000000001","-0.65100000000001","0.2952575784","2.77291802673609","0.966159244449362","1.835269488"
"1/22/1999","1.70999999999998","-0.22199999999998","1.325226024","2.85969783263011","0.971650665476984","0.955912878"
"1/23/1999","0.206999999999994","-2.15100000000001","0.971604036","2.43924990544834","0.934515762865236","2.127262968"
"1/24/1999","1.56400000000002","-0.0439999999999827","1.126098828","3.8478499889149","0.969132499762594","1.39871259"
"1/25/1999","5.06999999999999","1.50700000000001","2.0496366","5.7840731539535","0.964231078972991","0.97318125"
"1/26/1999","7.23000000000002","3.11000000000001","7.1411146992","5.07554615759597","0.939447068981615","1.075668912"
"1/27/1999","2.95600000000002","0.279999999999973","0.635147388","2.54099003389178","0.953345012827501","1.441856088"
"1/28/1999","0.480999999999995","-3.23899999999998","1.757812896","3.06441070913732","0.935698507491462","2.59379982"
"1/29/1999","-3.74000000000001","-8.00900000000001","1.054000368","4.20151968398296","0.817726665381473","4.323771792"
"1/30/1999","-4.86500000000001","-10.437","1.6101836064","2.61977750568257","0.870149230468057","2.69105814"
"1/31/1999","-7.53800000000001","-13.056","0.2712249144","3.92657922557573","0.881196989608178","5.587595712"
"2/1/1999","-1.00999999999999","-7.19400000000002","2.150917164","3.75644999809378","0.950255814069054","0.961031448"
"2/2/1999","1.05900000000003","-0.870999999999981","4.30870032","3.75506207246293","0.993493652124348","1.220006232"
"2/3/1999","1.94400000000002","-0.00200000000000955","5.22194004","5.30863837825624","0.980207167760879","0.895218552"
"2/4/1999","4.87299999999999","0.413000000000011","4.823684424","5.82276215418758","0.976153563910039","0.7009317"
"2/5/1999","3.952","0.105000000000018","8.425139544","8.27360746897291","0.925110586491016","2.834212392"
"2/6/1999","0.166999999999973","-4.493","5.386730328","6.39216287411786","0.938872641200446","2.851199712"
"2/7/1999","-0.562000000000012","-6.20699999999999","1.7578130328","2.48845632640008","0.933487450045345","5.08460616"
"2/8/1999","-1.44499999999999","-5.31999999999999","1.56555216","3.37472769699131","0.966191132492453","3.43288188"
"2/9/1999","-0.523000000000025","-5.98099999999999","1.9672392888","3.77187604955588","0.968118959099952","4.0517982"
"2/10/1999","-3.238","-8.048","0.575065656","1.52899908716245","0.966046586312266","5.714442"
"2/11/1999","-4.34899999999999","-9.44900000000001","0.6694794648","3.77168534870469","0.956920931877721","4.29699528"
"2/12/1999","-4.73500000000001","-10.555","3.2375349072","5.96830447444469","0.926591532675511","4.47007716"
"2/13/1999","-1.041","-4.654","4.130174232","5.80740781276743","0.970166281111137","4.9110732"
"2/14/1999","-1.47300000000001","-4.00400000000002","1.556969328","2.36929617169724","0.979462089920907","3.7871424"
"2/15/1999","-1.60199999999998","-3.97399999999999","1.217078928","3.32580984621049","0.979477338996674","3.91044168"
"2/16/1999","0.283999999999992","-4.34800000000001","6.396103224","5.38637758506202","0.979120706185799","2.0403"
"2/17/1999","0.288999999999987","-4.35500000000002","4.555889136","5.10961322791304","0.976126886380238","4.75858116"
"2/18/1999","-1.62","-4.13799999999998","1.081467036","2.84840634808827","0.976920843394227","5.42306916"
"2/19/1999","-0.425999999999988","-4.423","1.1501313624","2.7457927179899","0.977617068336336","5.35409784"
"2/20/1999","0.38900000000001","-3.16500000000002","5.149841652","4.21247515001897","0.990842042888783","2.43112437"
"2/21/1999","0.524999999999977","0.0620000000000118","2.85644556","3.59943258615417","0.996553256389866","3.28938516"
"2/22/1999","0.726999999999975","-0.915999999999997","7.7316318864","4.18265288568655","0.990963569283915","2.11173759"
"2/23/1999","0.690999999999974","-0.45999999999998","2.51998866","3.62217508208779","0.981192091891631","5.92014339"
"2/24/1999","0.0110000000000241","-2.58100000000002","3.67355448","6.19280074704883","0.956402619029904","4.48655832"
"2/25/1999","0.0269999999999868","-2.33600000000001","6.33258648","6.51038351228927","0.966473017455896","3.98430342"
"2/26/1999","0.88900000000001","0.180000000000007","4.868316","5.23759153984452","0.990720575723966","2.7607491"
"2/27/1999","2.392","0.749000000000024","1.86424182","3.13670684998588","0.996797740310354","2.76598089"
"2/28/1999","4.45100000000002","0.449000000000012","1.393890012","3.30561958231691","0.988298291377017","2.94766758"
"3/1/1999","3.89699999999999","0.73599999999999","8.79592716","4.90093923603045","0.987163003709213","2.6784567"
"3/2/1999","3.87599999999998","1.08999999999997","5.24597256","5.54008907077401","0.94435625430917","2.60493732"
"3/3/1999","7.161","-0.689000000000021","2.5474545648","3.30446169762091","0.985690442131493","1.631475"
"3/4/1999","9.493","5.26600000000002","1.361276136","3.71207178418608","0.966314316697762","2.75169312"
"3/5/1999","11.026","5.60199999999998","3.565403892","4.34806351873032","0.965358478034605","2.64138669"
"3/6/1999","8.15600000000001","2.76799999999997","6.437300904","4.20500723998706","0.915822436895947","3.13306812"
"3/7/1999","5.45800000000003","0.829999999999984","0.6531721344","3.33244911972834","0.934179409465123","5.422559328"
"3/8/1999","7.464","3.81099999999998","1.6685487144","3.85294442882721","0.853341093948772","7.16388768"
"3/9/1999","6.68900000000002","-0.0040000000000191","0.1373290632","3.02596049101925","0.844806320053902","8.376187968"
"3/10/1999","6.47300000000001","2.04300000000001","0.6402976776","1.87890082905747","0.8544237903068","5.95760724"
"3/11/1999","3.84800000000001","-2.47300000000001","20.71266336","4.07409443248938","0.981802600661481","2.36261421"
"3/12/1999","1.54199999999997","-2.69400000000002","0.999070164","4.26385959367148","0.780333531945515","7.630932168"
"3/13/1999","1.79500000000002","-1.53399999999999","0.4892348808","2.8867935998996","0.749338353575181","9.699183288"
"3/14/1999","2.43000000000001","-1.13600000000002","0.3587723784","2.05732133681664","0.780361401094777","7.977764232"
"3/15/1999","1.76900000000001","-1.58100000000002","0.3261566592","3.19999013813171","0.740432925350033","7.972263"
"3/16/1999","2.899","-1.03399999999999","0.357055632","3.52776699074375","0.774269664733773","8.8854795"
"3/17/1999","4.62099999999998","-2.03899999999999","0.230026248","2.63367584789178","0.781608463995535","12.046898232"
"3/18/1999","5.952","-2.846","0","1.96840897692135","0.766731596364285","15.88674825"
